Germany;German Padel Series;MO;Jonas;Messerschmidt;2018-01-29;450
Germany;German Padel Series;MO;Jonas;Messerschmidt;2018-02-19;450
Germany;German Padel Series;MO;Jonas;Messerschmidt;2018-02-26;950
Germany;German Padel Series;MO;Jonas;Messerschmidt;2018-03-12;1100
Germany;German Padel Series;MO;Jonas;Messerschmidt;2018-04-23;2100
